models=FreeWay	maxpausetime=10	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=0	height=500	lanenum=1	width=500	dir2lanespace=50	pointsX=50.0,50.0,343.0,418.0,	dir12space=50	pointsY=50.0,340.0,340.0,478.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=2	maxsimulationtime=200
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	50	332	0.82	1.57
1	1	247	340	1.67	0
2	0	50	332	0	1.57
2	1	248	340	1.04	0
3	0	50	333	1.36	1.57
3	1	251	340	2.77	0
4	0	50	336	2.26	1.57
4	1	253	340	2.07	0
5	0	50	338	2.42	1.57
5	1	254	340	1.24	0
6	0	50	340	4.2	1.57
6	1	257	340	3.1	0
7	0	50	340	2.53	0
7	1	259	340	2.29	0
