models=FreeWay	maxpausetime=10	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=0	height=500	lanenum=2	width=500	dir2lanespace=50	pointsX=50.0,50.0,	dir12space=50	pointsY=50.0,340.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=2	maxsimulationtime=200
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	50	218	0	1.57
1	1	100	67	1.31	-1.57
2	0	50	219	1.01	1.57
2	1	100	67	0	-1.57
3	0	50	219	0.17	1.57
3	1	100	66	0.8	-1.57
4	0	50	220	0.35	1.57
4	1	100	63	2.62	-1.57
5	0	50	221	1.42	1.57
5	1	100	61	2.64	-1.57
6	0	50	224	2.59	1.57
6	1	100	57	3.41	-1.57
7	0	50	227	2.69	1.57
7	1	100	54	3.22	-1.57
