models=FreeWay	maxpausetime=10	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=0	height=500	lanenum=1	width=500	dir2lanespace=50	pointsX=50.0,50.0,343.0,418.0,	dir12space=50	pointsY=50.0,340.0,340.0,478.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=2	maxsimulationtime=20
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	50	183	1.91	1.57
1	1	246	290	0	3.14
2	0	50	185	1.23	1.57
2	1	245	290	1.85	3.14
3	0	50	188	3.16	1.57
3	1	242	290	2.3	3.14
4	0	50	190	2.75	1.57
4	1	239	290	3.08	3.14
5	0	50	192	1.76	1.57
5	1	235	290	4.1	3.14
6	0	50	194	1.8	1.57
6	1	229	290	5.95	3.14
7	0	50	196	2.27	1.57
7	1	223	290	6.58	3.14
8	0	50	200	3.45	1.57
8	1	215	290	7.63	3.14
