models=FreeWay	maxpausetime=15	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=50	height=500	lanenum=2	width=500	dir2lanespace=50	pointsX=50.0,50.0,301.0,388.0,	dir12space=50	pointsY=50.0,340.0,340.0,435.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=testtm	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=2	maxsimulationtime=200
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	375	273	0	3.97
1	1	364	190	1.72	3.14
2	0	375	272	1.19	3.97
2	1	361	190	3.17	3.14
3	0	373	270	2.56	3.97
3	1	359	190	1.93	3.14
4	0	371	268	3.4	3.97
4	1	356	190	2.29	3.14
5	0	368	265	4.56	3.97
5	1	353	190	3.51	3.14
6	0	365	262	3.67	3.97
6	1	349	190	3.69	3.14
7	0	364	261	1.73	3.97
7	1	344	190	4.69	3.14
8	0	364	261	0	3.97
8	1	338	190	6.5	3.14
9	0	363	259	1.9	3.97
9	1	330	190	8.07	3.14
10	0	360	256	3.86	3.97
10	1	321	190	8.63	3.14
11	0	357	254	3.66	3.97
11	1	314	190	7.37	3.14
12	0	354	250	4.53	3.97
12	1	305	190	8.53	3.14
13	0	351	246	5.68	3.97
13	1	295	190	10	3.14
14	0	346	242	6.21	3.97
14	1	285	190	10	3.14
