models=FreeWay	maxpausetime=10	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=10	height=500	lanenum=2	width=500	dir2lanespace=10	pointsX=50.0,51.0,198.0,	dir12space=200	pointsY=50.0,336.0,332.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=2	maxsimulationtime=200
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	4	547	1.35	3.11
1	1	134	333	0	6.26
2	0	4	547	0.75	3.11
2	1	135	333	0.9	6.26
3	0	2	547	1.75	3.11
3	1	137	333	2.21	6.26
4	0	0	547	2.89	3.11
4	1	138	333	1.24	6.26
5	0	-3	547	2.67	3.11
5	1	140	333	2.42	6.26
6	0	-4	547	1.64	3.11
6	1	144	333	3.96	6.26
7	0	-5	547	1.1	3.11
7	1	149	333	4.47	6.26
8	0	-6	547	0.55	3.11
8	1	154	333	5.4	6.26
9	0	-8	547	1.96	3.11
9	1	160	333	5.32	6.26
10	0	-10	547	2.29	3.11
10	1	165	332	5.68	6.26
11	0	-13	547	2.44	3.11
11	1	172	332	6.31	6.26
12	0	-16	547	2.98	3.11
12	1	176	332	4.76	6.26
13	0	-20	548	4.31	3.11
13	1	182	332	5.29	6.26
14	0	-26	548	6.14	3.11
14	1	187	332	5.84	6.26
