models=FreeWay	maxpausetime=10	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=0	height=500	lanenum=1	width=500	dir2lanespace=0	pointsX=50.0,311.0,311.0,447.0,	dir12space=50	pointsY=50.0,50.0,321.0,438.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=2	maxsimulationtime=200
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	300	50	0.42	0
1	1	463	386	0	3.85
2	0	300	50	0	0
2	1	462	384	1.73	3.85
3	0	300	50	0.2	0
3	1	459	383	2.82	3.85
4	0	300	50	0	0
4	1	457	381	3.22	3.85
5	0	300	50	0.07	0
5	1	454	378	3.95	3.85
6	0	300	50	0	0
6	1	450	375	4.6	3.85
7	0	302	50	1.32	0
7	1	446	371	5.66	3.85
8	0	302	50	0	0
8	1	441	367	6.72	3.85
9	0	302	50	0	0
9	1	434	361	8.72	3.85
10	0	302	50	0.23	0
10	1	428	356	8.06	3.85
11	0	302	50	0.21	0
11	1	423	352	6.61	3.85
12	0	302	50	0.25	0
12	1	417	346	8.32	3.85
13	0	305	50	2.19	0
13	1	410	340	9.77	3.85
14	0	307	50	2.69	0
14	1	402	333	10	3.85
15	0	311	50	3.4	0
15	1	394	327	10	3.85
