models=FreeWay	maxpausetime=10	minspeed=5	fixedacceleration=false	maps=FreeWay	dir1lanespace=0	height=500	lanenum=1	width=500	dir2lanespace=50	pointsX=50.0,50.0,343.0,472.0,	dir12space=50	pointsY=50.0,340.0,340.0,445.0,	maxacceleration=2	maxspeed=10	safedistanceratio=2.0	positiveaccratio=2.0	filenamegenerator=simple	seed=outputtrace	numberiterate=true	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	isinput=false	fileaddress=output	multiple=false	tracewriter=text	nodenumber=2	maxsimulationtime=100
Time	Node	PositionX	PositionY	Speed	Direction Angle
1	0	316	340	1.73	0
1	1	50	129	0.84	1.57
2	0	319	340	2.45	0
2	1	50	131	1.12	1.57
3	0	321	340	2.8	0
3	1	50	132	1.83	1.57
4	0	323	340	1.29	0
4	1	50	133	0.46	1.57
5	0	325	340	2.49	0
5	1	50	135	2.08	1.57
6	0	328	340	2.7	0
6	1	50	138	2.98	1.57
7	0	332	340	3.97	0
7	1	50	142	3.86	1.57
8	0	335	340	3.43	0
8	1	50	146	4.1	1.57
9	0	340	340	5.02	0
9	1	50	151	5.35	1.57
10	0	343	340	5.36	0
10	1	50	158	6.9	1.57
11	0	348	344	6.81	0.68
11	1	50	164	5.86	1.57
12	0	354	349	8.47	0.68
12	1	50	170	5.91	1.57
13	0	360	354	7.82	0.68
13	1	50	177	7.38	1.57
14	0	367	359	7.99	0.68
14	1	50	183	6.2	1.57
15	0	373	364	7.79	0.68
15	1	50	191	7.53	1.57
16	0	379	370	8.67	0.68
16	1	50	197	5.76	1.57
17	0	386	375	9.04	0.68
17	1	50	202	5.48	1.57
